,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds
0,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,19:26,,,,,"MISS 3PTR by WILLS,DREW",,,"MISS 3PTR by WILLS,DREW",1,three pointer,missed,depauw university,"wills,drew",,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",1166
1,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,--,,,,,"REBOUND OFF by SEVER,RYAN",,,"REBOUND OFF by SEVER,RYAN",1,offensive rebound,,depauw university,"sever,ryan",,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",
2,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,19:24,,0,,2 ,"GOOD LAYUP by SEVER,RYAN(in the paint)",DEPAUW 0-2 (-2),,"GOOD LAYUP by SEVER,RYAN(in the paint)",1,layup,good,depauw university,"sever,ryan",2,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",1164
3,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,19:04,,0,,2 ,"FOUL  by SEVER,RYAN",,,"FOUL  by SEVER,RYAN",1,foul,,depauw university,"sever,ryan",,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",1144
4,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,18:59,"GOOD 3PTR by BRYANT,VALENTINO",3 ,,2,,SEWANEE 3-2 (+1),,"GOOD 3PTR by BRYANT,VALENTINO",1,three pointer,good,sewanee,"bryant,valentino",3,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",1139
5,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,--,"ASSIST  by AFFRONTI,LEWIS",3 ,,2,,,,"ASSIST  by AFFRONTI,LEWIS",1,assist,,sewanee,"affronti,lewis",,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",
6,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,18:48,"FOUL  by NELSON,ANVIL",3 ,,2,,,,"FOUL  by NELSON,ANVIL",1,foul,,sewanee,"nelson,anvil",,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",1128
7,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,18:45,,3,,5 ,"GOOD 3PTR by LEMASTERS,STEVE",DEPAUW 3-5 (-2),,"GOOD 3PTR by LEMASTERS,STEVE",1,three pointer,good,depauw university,"lemasters,steve",3,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",1125
8,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,--,,3,,5 ,"ASSIST  by HASELEY,SEAN",,,"ASSIST  by HASELEY,SEAN",1,assist,,depauw university,"haseley,sean",,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",
9,1007,DePauw University,Sewanee,1,70-84,"46,38","38,32",16-7,8-15,11-3,3-12,02/13/11,2:00 PM,N/A,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,350,False,18:24,"GOOD JUMPER by NELSON,ANVIL",5,,5,,SEWANEE 5-5 (0),,"GOOD JUMPER by NELSON,ANVIL",1,jumper,good,sewanee,"nelson,anvil",2,"['bryant,valentino', 'affronti,lewis', 'williams,trent', 'nelson,anvil', 'brown,tyler']","['sever,ryan', 'haseley,sean', 'lemasters,steve', 'wills,drew', 'simpson,ross']",1104
