,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds
0,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:47,"GOOD LAYUP by KOCH,WILL(in the paint)",2 ,,0,,OUM 2-0 (-2),,"GOOD LAYUP by KOCH,WILL(in the paint)",1,layup,good,oglethorpe,"koch,will",2,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel']",1187
1,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,--,"ASSIST  by PERRY,WILL",2 ,,0,,,,"ASSIST  by PERRY,WILL",1,assist,,oglethorpe,"perry,will",,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel']",
2,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:47,,2 ,,0,"FOUL  by LOVE,KERRY",,,"FOUL  by LOVE,KERRY",1,foul,,rhodes,"love,kerry",,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel']",1187
3,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:47,"GOOD FT by KOCH,WILL",3 ,,0,,OUM 3-0 (-3),,"GOOD FT by KOCH,WILL",1,free throw,good,oglethorpe,"koch,will",1,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel']",1187
4,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:38,,3 ,,2,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",RHODES 3-2 (-1),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1,layup,good,rhodes,"ashby,kendrick",2,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel']",1178
5,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:22,"TURNOVER  by LAWRENCE,CHRIS",3 ,,2,,,,"TURNOVER  by LAWRENCE,CHRIS",1,turnover,,oglethorpe,"lawrence,chris",,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel']",1162
6,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:22,,3 ,,2,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1,subbing in,,rhodes,"nestlehutt,jake",,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel', 'nestlehutt,jake']",1162
7,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:22,,3 ,,2,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1,subbing in,,rhodes,"galvin,owen",,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel', 'nestlehutt,jake', 'galvin,owen']",1162
8,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:22,,3 ,,2,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1,subbing in,,rhodes,"nyawata,anesu",,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel', 'nestlehutt,jake', 'galvin,owen', 'nyawata,anesu']",1162
9,5302,Rhodes,Oglethorpe,0,108-87,"52,35","55,53",7-7; 1-2 SAA,9-5; 3-0 SAA,N/A,N/A,01/07/18,3:15 PM,N/A,"Memphis, Tenn.",Lose,2,False,180,False,19:22,,3 ,,2,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1,subbing in,,rhodes,"mcintyre,william",,"['perry,will', 'koch,will', 'foster,lane', 'lawrence,chris', 'smith,connor']","['berry,bryce', 'de,nick', 'ashby,kendrick', 'love,kerry', 'darst,daniel', 'nestlehutt,jake', 'galvin,owen', 'nyawata,anesu', 'mcintyre,william']",1162
