,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds
0,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,19:46,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1,three pointer,missed,birmingham-southern,"thomas,larry",,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",1186
1,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,--,,,,,"REBOUND OFF by WHITE,BLAISE",,,"REBOUND OFF by WHITE,BLAISE",1,offensive rebound,,birmingham-southern,"white,blaise",,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",
2,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,19:44,"FOUL  by MCCUBBIN,NATHAN",,,,,,,"FOUL  by MCCUBBIN,NATHAN",1,foul,,hendrix,"mccubbin,nathan",,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",1184
3,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,19:32,,0,,3 ,"GOOD 3PTR by KEGARISE,KEVIN",BSC 0-3 (+3),,"GOOD 3PTR by KEGARISE,KEVIN",1,three pointer,good,birmingham-southern,"kegarise,kevin",3,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",1172
4,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,--,,0,,3 ,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1,assist,,birmingham-southern,"white,blaise",,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",
5,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,19:05,"MISS JUMPER by PRIMM,COLTON",0,,3 ,,,,"MISS JUMPER by PRIMM,COLTON",1,jumper,missed,hendrix,"primm,colton",,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",1145
6,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,--,,0,,3 ,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1,defensive rebound,,birmingham-southern,"richards,zac",,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",
7,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,18:49,,0,,5 ,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 0-5 (+5),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1,layup,good,birmingham-southern,"richards,zac",2,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",1129
8,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,--,,0,,5 ,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",1,assist,,birmingham-southern,"kegarise,kevin",,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",
9,0629,Birmingham-Southern,Hendrix,1,66-78,"41,37","30,36",15-4; 8-1 SAA,6-14; 1-8 SAA,N/A,N/A,02/01/13,8:00 PM,N/A,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,489,False,18:37,"TURNOVER  by TAULTON,JORDAN",0,,5 ,,,,"TURNOVER  by TAULTON,JORDAN",1,turnover,,hendrix,"taulton,jordan",,"['primm,colton', 'riley,jaren', 'taulton,jordan', 'vance,luke', 'mccubbin,nathan']","['richards,zac', 'thomas,larry', 'kegarise,kevin', 'white,blaise', 'henry,colin']",1117
