,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway
0,0,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,19:48,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",1,layup,missed,centre,"bates,jacob",,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",1188.0,rhodes,1,0,0.0
1,1,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",1,defensive rebound,,rhodes,"weatherford,mitch",,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",,rhodes,1,0,0.0
2,2,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,19:40,"GOOD LAYUP by DARST,DANIEL(in the paint)",2.0,,0.0,,RHODES 2-0 (+2),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1,layup,good,rhodes,"darst,daniel",2.0,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",1180.0,rhodes,1,0,0.0
3,3,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,19:16,,2.0,,0.0,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",1,three pointer,missed,centre,"ayers,perry",,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",1156.0,rhodes,1,0,0.0
4,4,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,--,"REBOUND DEF by DARST,DANIEL",2.0,,0.0,,,,"REBOUND DEF by DARST,DANIEL",1,defensive rebound,,rhodes,"darst,daniel",,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",,rhodes,1,0,0.0
5,5,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,18:56,"TURNOVER  by BERRY,BRYCE",2.0,,0.0,,,,"TURNOVER  by BERRY,BRYCE",1,turnover,,rhodes,"berry,bryce",,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",1136.0,rhodes,1,0,0.0
6,6,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,18:53,,2.0,,0.0,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",1,steal,,centre,,,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",1133.0,rhodes,1,0,0.0
7,7,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,18:48,,2.0,,0.0,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",1,foul,,centre,"walker,art",,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",1128.0,centre,2,0,0.0
8,8,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,18:48,,2.0,,0.0,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",1,turnover,,centre,"walker,art",,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art']",1128.0,centre,2,0,0.0
9,9,5838,Centre,Rhodes,0,66-75,"42,33","34,32",22-4,5-21,,,02/22/19,1:00 PM,,"Danville, KY (Alumni Gymnasium)",Win,2,False,791,False,18:48,,2.0,,0.0,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",1,subbing in,,centre,"purvis,kc",,"['weatherford,mitch', 'berry,bryce', 'darst,daniel', 'giroux,preston', 'james,mac']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'sine,tucker', 'walker,art', 'purvis,kc']",1128.0,rhodes,3,0,0.0
